,N_in_bin,N_correct,Precision,percentage
"[0.9, 1.0]",6930,6762,97.57575757575758,59.13978494623656
"[0.8,0.9)",1548,1398,90.31007751937985,13.210445468509985
"[0.7,0.8)",983,816,83.01119023397762,8.388803550093872
"[0.6,0.7)",725,523,72.13793103448276,6.187062638675542
"[0.5,0.6)",566,371,65.54770318021201,4.830175797917733
"[0.4,0.5)",346,166,47.97687861271676,2.952722307561017
"[0.3,0.4)",140,55,39.285714285714285,1.1947431302270013
"[0.2,0.3)",52,14,26.923076923076923,0.44376173408431474
"[0.1,0.2)",14,7,50.0,0.11947431302270012
"(0.0,0.1)",13,4,30.76923076923077,0.11094043352107869
0,401,240,59.85037406483791,3.422085680150196
Total,11718,10356,88.37685611879161,100.0
